fromAccountNumber,toAccountNumber,transferAmount
1000150,1000173,7928
1000068,2040450,6409
1000205,1000092,2847
1000117,2040452,176
1000108,2040453,3304
1000077,1000074,4744
1000109,2040455,7278
1000206,1000094,3258
1000146,2040457,2923
1000087,1000128,3555
1000118,1000061,929
1000221,1000200,2482
1000217,2040461,3895
1000182,1000123,6775
1000002,2040463,4111
1000200,2040464,520
1000029,1000137,6370
1000196,1000150,8479
1000068,2040467,721
1000084,1000010,4788
1000151,2040469,122
1000135,2040470,4514
1000024,1000046,8499
1000090,2040472,4192
1000024,2040473,856
1000130,1000209,1161
1000051,1000153,3878
1000139,2040476,8636
1000173,1000011,9157
1000031,2040478,6444
1000136,1000018,3165
1000060,1000041,483
1000126,2040481,6332
1000135,2040482,8339
1000037,1000208,9094
1000135,1000150,3567
1000052,1000086,5438
1000109,2040486,5156
1000133,1000218,9596
1000101,2040488,1703
1000117,2040489,7159
1000045,1000150,9728
1000232,1000120,1487
1000171,1000131,9135
1000138,2040493,9193
1000208,1000182,8051
1000051,1000122,7913
1000100,2040496,7945
1000094,2040497,6086
1000050,2040498,4258
1000013,2040499,4489
1000018,2040500,861
1000070,1000194,2122
1000019,1000047,7154
1000201,2040503,9459
1000075,2040504,4354
1000191,2040505,9947
1000129,2040506,1170
1000248,1000037,5712
1000023,1000018,3838
1000079,2040509,5574
1000059,2040510,5084
1000031,2040511,880
1000239,2040512,4064
1000194,2040513,4863
1000110,2040514,2775
1000179,1000139,4973
1000036,2040516,2249
1000232,2040517,2163
1000240,2040518,7899
1000103,1000102,4450
1000090,1000025,251
1000013,2040521,2802
1000048,1000176,8962
1000025,2040523,789
1000153,2040524,7349
1000178,1000117,8491
1000114,1000042,314
1000170,2040527,2730
1000128,1000159,7996
1000188,1000039,773
1000193,2040530,1347
1000143,2040531,9912
1000190,1000214,4643
1000200,2040533,2700
1000190,1000140,8902
1000171,2040535,8811
1000121,1000031,5904
1000179,1000242,2227
1000044,1000028,7382
1000228,2040539,6809
1000247,1000012,7277
1000242,2040541,8415
1000121,1000008,2116
1000078,2040543,9025
1000182,2040544,342
1000115,2040545,6995
1000020,2040546,5314
1000106,2040547,2276
1000131,1000206,7802
1000009,2040549,9477
1000059,1000032,4373
1000177,1000193,2621
1000061,2040552,7329
1000236,1000006,7905
1000170,2040554,3719
1000028,1000248,790
1000219,2040556,9670
1000195,1000010,8451
1000228,2040558,1267
1000232,2040559,7149
1000081,1000234,812
1000062,2040561,5603
1000144,1000023,9502
1000118,2040563,2641
1000234,1000055,8982
1000171,2040565,5616
1000051,2040566,7443
1000248,1000230,9436
1000083,1000133,4836
1000054,1000181,4032
1000073,1000228,800
1000025,2040571,2372
1000222,2040572,6306
1000185,1000199,9899
1000173,1000182,6568
1000094,2040575,5766
1000173,1000063,2543
1000178,1000110,2193
1000189,2040578,2731
1000065,2040579,9650
1000153,1000156,2621
1000033,1000028,6917
1000133,2040582,5268
1000136,2040583,1437
1000024,1000050,9048
1000098,2040585,3278
1000167,2040586,5851
1000001,1000151,427
1000104,1000245,9061
1000206,2040589,6284
1000024,2040590,7084
1000201,1000187,7187
1000089,2040592,6140
1000109,1000024,5354
1000057,2040594,3856
1000186,1000194,2986
1000160,2040596,718
1000119,2040597,1140
1000194,1000198,7657
1000142,1000097,4150
1000170,2040600,5762
1000215,2040601,8744
1000239,1000204,5176
1000149,1000175,5540
1000090,2040604,4652
1000058,2040605,2114
1000143,1000126,6650
1000184,2040607,2598
1000104,2040608,774
1000107,2040609,6014
1000240,1000194,4769
1000076,1000076,969
1000181,1000188,1380
1000220,1000025,3916
1000181,2040614,4161
1000222,1000031,2647
1000126,1000116,7469
1000069,1000022,6431
1000064,1000153,7704
1000195,2040619,6588
1000084,2040620,1432
1000143,1000159,6712
1000224,1000115,5746
1000036,2040623,5068
1000076,1000096,9206
1000184,2040625,2576
1000222,1000002,9489
1000101,1000209,7967
1000099,2040628,5583
1000010,2040629,1688
1000227,1000202,420
1000135,1000168,5308
1000222,1000190,9408
1000110,1000022,6507
1000124,1000175,4023
1000061,1000007,9633
1000065,1000190,2542
1000038,1000163,5465
1000138,2040638,1686
1000101,1000081,9621
1000184,1000020,8434
1000234,2040641,8322
1000019,1000205,4919
1000218,2040643,4979
1000064,1000198,698
1000029,2040645,784
1000184,1000242,8827
1000087,2040647,5333
1000131,1000043,8376
1000216,1000226,6749
1000123,2040650,1118
1000039,2040651,1310
1000018,2040652,3793
1000237,1000217,7345
1000013,1000110,9411
1000155,1000239,3980
1000036,1000006,5299
1000081,2040657,6752
1000020,2040658,5316
1000152,1000088,2640
1000139,2040660,980
1000059,1000014,8470
1000240,1000162,3020
1000171,2040663,6799
1000044,1000124,3756
1000173,1000164,5742
1000138,2040666,7970
1000152,2040667,8471
1000027,1000184,7970
1000147,2040669,7209
1000019,2040670,7146
1000013,1000190,9485
1000193,2040672,4931
1000039,1000237,1823
1000045,1000008,9050
1000123,2040675,108
1000243,1000009,7540
1000225,1000109,785
1000248,2040678,5036
1000125,2040679,5418
1000183,2040680,4952
1000216,1000138,6253
1000169,1000004,8265
1000147,1000247,5798
1000207,2040684,935
1000116,2040685,2227
1000214,2040686,6808
1000140,1000225,2464
1000129,1000162,3217
1000120,2040689,1157
1000107,2040690,1793
1000028,1000245,1777
1000105,2040692,7956
1000170,2040693,7001
1000010,2040694,3440
1000071,1000237,9313
1000036,2040696,9494
1000229,1000095,279
1000245,2040698,3015
1000072,2040699,6547
1000087,1000078,947
1000122,1000207,2829
1000237,2040702,9669
1000245,2040703,2098
1000153,1000222,9645
1000180,2040705,4592
1000153,2040706,7404
1000089,2040707,5308
1000227,2040708,1759
1000076,2040709,7750
1000113,1000068,8294
1000200,2040711,5580
1000024,2040712,8960
1000072,1000019,1929
1000091,2040714,5351
1000160,1000056,9099
1000173,2040716,7674
1000193,1000064,7827
1000074,1000079,2755
1000141,1000036,1066
1000063,2040720,8793
1000059,2040721,1106
1000226,2040722,9964
1000151,1000159,7182
1000090,1000044,2659
1000148,1000080,5858
1000235,1000159,6110
1000198,2040727,5351
1000197,1000201,7785
1000025,2040729,848
1000118,2040730,8681
1000028,1000239,4944
1000221,1000206,5128
1000011,1000178,1108
1000125,2040734,4434
1000095,2040735,4223
1000003,1000055,9909
1000120,1000179,7900
1000055,1000094,2532
1000182,1000041,2650
1000239,1000038,7854
1000065,1000091,961
1000182,1000215,2051
1000161,1000250,1284
1000012,1000038,1010
1000221,2040745,8064
1000014,2040746,1331
1000117,1000097,5596
1000012,2040748,3867
1000071,1000248,3652
1000157,1000086,1551
1000104,2040751,9645
1000048,1000040,6685
1000009,1000074,8459
1000193,2040754,8638
1000112,2040755,3031
1000143,2040756,4999
1000078,1000113,4145
1000137,2040758,440
1000192,1000198,3424
1000112,1000183,8953
1000082,1000040,8368
1000207,1000009,5813
1000053,2040763,5176
1000118,2040764,4995
1000121,1000007,1149
1000185,1000139,5854
1000157,1000038,7644
1000024,2040768,3797
1000021,1000033,9884
1000236,2040770,4923
1000057,1000125,4734
1000055,1000100,3940
1000243,1000210,1267
1000194,1000177,2917
1000220,1000013,9816
1000078,1000190,3019
1000158,2040777,4063
1000144,2040778,1320
1000162,2040779,8755
1000145,1000139,5170
1000165,2040781,5600
1000175,2040782,1503
1000093,2040783,7659
1000052,2040784,5728
1000200,1000189,3744
1000118,1000087,9339
1000088,2040787,2327
1000063,1000181,3203
1000223,2040789,4858
1000165,2040790,4969
1000027,1000091,6467
1000184,1000033,7531
1000193,2040793,606
1000058,2040794,2293
1000087,2040795,9650
1000054,2040796,6582
1000181,1000054,2620
1000035,2040798,6187
1000076,2040799,5874
1000147,2040800,4683
1000128,1000097,2371
1000157,1000207,1590
1000090,1000061,4584
1000098,1000185,4879
1000047,1000079,6440
1000186,1000052,947
1000212,2040807,2808
1000173,1000093,5836
1000145,2040809,6222
1000145,2040810,6055
1000081,2040811,4425
1000128,1000015,8897
1000216,1000229,6264
1000082,1000146,4877
1000013,2040815,3283
1000108,1000047,9446
1000008,2040817,1842
1000016,2040818,8522
1000076,1000083,8903
1000242,2040820,3305
1000016,1000106,8618
1000090,2040822,5275
1000114,1000132,2139
1000199,1000005,3549
1000245,2040825,1880
1000068,2040826,9383
1000136,1000170,9454
1000104,1000023,7495
1000221,1000158,4543
1000070,2040830,1503
1000036,2040831,5133
1000075,2040832,173
1000058,2040833,6279
1000094,2040834,6952
1000217,1000152,4851
1000042,2040836,9964
1000196,1000235,8779
1000141,2040838,5705
1000207,1000141,9221
1000245,1000236,1731
1000083,2040841,9751
1000153,2040842,5696
1000054,2040843,9906
1000038,1000137,6425
1000039,2040845,970
1000032,2040846,6268
1000196,1000127,8838
1000042,1000193,1326
1000104,2040849,5149
1000140,2040850,6099
1000098,2040851,1614
1000139,1000104,5667
1000148,1000032,4036
1000247,1000145,1225
1000233,2040855,5348
1000232,2040856,6661
1000166,2040857,6080
1000227,2040858,2259
1000050,2040859,1721
1000050,2040860,9268
1000137,2040861,1651
1000170,2040862,329
1000237,1000043,4442
1000029,1000156,3377
1000058,1000216,6894
1000008,2040866,7948
1000214,1000008,8783
1000029,2040868,7451
1000209,1000209,6058
1000134,2040870,4562
1000185,2040871,7039
1000032,1000105,5761
1000160,2040873,213
1000079,1000247,7059
1000025,2040875,4331
1000090,1000153,808
1000056,1000066,6996
1000191,1000100,7824
1000009,2040879,5454
1000103,1000220,8468
1000122,1000020,5913
1000022,2040882,1201
1000183,2040883,5807
1000020,2040884,2222
1000006,1000088,5966
1000029,1000171,476
1000164,2040887,2272
1000221,1000189,2634
1000045,1000235,6186
1000002,1000140,6032
1000242,2040891,7844
1000133,1000016,2813
1000029,1000082,837
1000031,1000173,3645
1000131,2040895,9476
1000246,2040896,7166
1000159,2040897,729
1000071,1000132,9942
1000240,1000203,9853
1000109,1000166,4245
1000057,1000211,3799
1000049,2040902,1627
1000038,1000185,420
1000241,2040904,8439
1000151,1000225,5621
1000177,1000061,8368
1000103,2040907,4012
1000135,1000012,4162
1000230,2040909,4459
1000028,1000216,4665
1000149,2040911,5164
1000067,1000028,1890
1000039,1000070,8750
1000026,2040914,8193
1000129,2040915,4482
1000140,2040916,9338
1000132,2040917,3528
1000173,1000244,7064
1000145,2040919,4948
1000216,2040920,8469
1000203,1000021,3139
1000153,1000221,3738
1000106,1000121,379
1000244,1000042,5362
1000238,1000191,127
1000040,2040926,4367
1000198,1000186,3402
1000188,2040928,1248
1000223,1000154,3668
1000125,1000146,6715
1000169,1000092,4068
1000195,1000041,8588
1000097,1000182,605
1000025,2040934,8758
1000133,2040935,5817
1000216,1000163,9204
1000162,2040937,9199
1000228,2040938,763
1000163,1000105,1842
1000167,1000223,116
1000118,1000106,9910
1000016,1000235,3838
1000223,2040943,4339
1000244,1000175,5491
1000159,2040945,2372
1000034,1000234,6406
1000001,2040947,1673
1000071,2040948,5846
1000108,2040949,2531
1000200,2040950,6812
1000016,1000216,4286
1000121,1000195,386
1000155,2040953,6971
1000191,1000173,6660
1000089,1000168,881
1000220,1000241,8915
1000233,2040957,569
1000213,2040958,4065
1000246,1000038,4485
1000245,2040960,515
1000248,1000012,1932
1000154,2040962,9160
1000148,1000180,5778
1000141,2040964,4118
1000165,1000248,3180
1000111,2040966,7672
1000128,2040967,6096
1000131,2040968,5805
1000125,1000163,7743
1000022,1000142,8892
1000108,2040971,635
1000099,1000006,6342
1000166,2040973,5265
1000164,2040974,8045
1000235,2040975,2818
1000036,2040976,1928
1000225,2040977,5554
1000200,1000048,3677
1000031,2040979,293
1000031,1000185,7272
1000094,2040981,9072
1000237,1000156,9782
1000009,1000105,9481
1000173,1000008,366
1000175,2040985,2431
1000092,2040986,1566
1000105,1000227,9466
1000166,1000177,8188
1000195,1000004,5344
1000174,1000134,2090
1000064,1000084,8073
1000071,1000143,4306
1000065,1000243,2920
1000055,2040994,458
1000019,2040995,5929
1000237,2040996,260
1000181,1000051,8377
1000166,2040998,9470
1000078,1000200,2080
1000062,2041000,7912
1000011,2041001,8881
1000060,1000221,744
1000123,2041003,4505
1000049,1000206,6074
1000164,2041005,1940
1000055,1000100,862
1000060,2041007,477
1000117,2041008,5218
1000046,2041009,8294
1000039,1000167,8399
1000191,2041011,9786
1000073,2041012,4035
1000100,1000187,3507
1000105,2041014,1984
1000164,2041015,6712
1000086,2041016,5638
1000134,1000123,6875
1000034,2041018,1106
1000168,1000063,6347
1000088,1000220,9628
1000104,1000027,1916
1000056,1000009,6083
1000022,1000122,5764
1000137,1000172,930
1000171,2041025,8983
1000151,1000146,6395
1000086,2041027,5827
1000132,2041028,7931
1000023,1000233,3816
1000173,1000024,4987
1000081,2041031,7442
1000239,2041032,9594
1000085,2041033,8530
1000100,2041034,892
1000012,1000029,3650
1000224,2041036,8133
1000090,2041037,8884
1000184,2041038,2711
1000010,2041039,8882
1000161,1000097,1646
1000149,1000213,7233
1000221,1000001,947
1000046,1000199,5416
1000239,2041044,4155
1000166,2041045,4098
1000020,1000115,9865
1000125,2041047,1209
1000175,2041048,3441
1000233,1000148,2981
1000062,2041050,9890
1000147,1000185,7708
1000175,2041052,2619
1000057,2041053,9204
1000170,1000170,112
1000142,2041055,5349
1000039,2041056,1563
1000042,2041057,3284
1000173,2041058,1334
1000161,1000110,5057
1000035,1000004,9914
1000137,2041061,8373
1000215,1000196,3614
1000221,2041063,3551
1000132,2041064,1446
1000155,2041065,9732
1000011,2041066,6544
1000189,2041067,2476
1000211,1000038,813
1000008,2041069,1748
1000149,2041070,6736
1000099,2041071,2435
1000218,1000010,4486
1000239,1000121,5509
1000157,1000031,2797
1000057,2041075,8354
1000162,2041076,2625
1000195,1000161,3329
1000027,2041078,7411
1000236,2041079,9038
1000041,2041080,8731
1000233,2041081,6582
1000197,2041082,3954
1000096,1000226,8280
1000176,2041084,9374
1000084,2041085,7598
1000130,1000220,9097
1000077,1000189,2559
1000208,2041088,9526
1000181,2041089,7160
1000103,2041090,3419
1000036,1000153,1745
1000019,2041092,4602
1000249,2041093,7807
1000118,1000087,6157
1000177,1000238,4403
1000019,1000136,6022
1000185,2041097,7099
1000046,2041098,4357
1000084,2041099,3094
1000026,1000163,9866
1000092,1000231,8649
1000158,2041102,7711
1000245,2041103,4293
1000050,2041104,3616
1000133,2041105,5976
1000017,1000079,2525
1000160,2041107,6132
1000105,2041108,1433
1000057,1000132,7028
1000158,2041110,6423
1000131,2041111,8327
1000126,1000189,1953
1000023,1000065,3894
1000165,1000045,656
1000191,1000231,8181
1000217,2041116,7637
1000162,2041117,1582
1000205,2041118,4345
1000244,2041119,1062
1000079,1000009,6317
1000112,2041121,4732
1000198,2041122,8666
1000173,1000094,1421
1000110,1000235,4617
1000017,2041125,8310
1000017,2041126,9635
1000094,1000219,7729
1000238,2041128,7398
1000127,1000126,4587
1000212,1000181,4277
1000105,1000213,5645
1000209,2041132,444
1000083,1000020,1221
1000023,1000077,6036
1000174,1000073,4565
1000062,1000066,9110
1000029,1000171,5521
1000096,2041138,4792
1000160,1000172,4211
1000193,2041140,9149
1000095,2041141,8842
1000136,2041142,7410
1000132,2041143,7000
1000126,2041144,5019
1000043,2041145,793
1000068,2041146,392
1000117,2041147,1963
1000228,2041148,8387
1000159,1000050,561
1000084,1000059,9106
1000021,1000129,7711
1000064,1000076,936
1000187,1000092,7068
1000005,1000083,1955
1000181,1000244,480
1000230,2041156,3654
1000002,1000099,9279
1000079,1000115,622
1000118,1000015,9665
1000035,1000220,4780
1000179,1000102,6886
1000212,2041162,1288
1000201,2041163,2276
1000165,1000105,7787
1000043,1000249,9063
1000121,1000006,9489
1000171,2041167,1284
1000036,2041168,9902
1000181,1000191,7502
1000233,1000190,2048
1000182,2041171,5989
1000087,2041172,2667
1000187,2041173,7203
1000191,2041174,3207
1000180,2041175,8906
1000028,1000135,8596
1000238,1000073,7893
1000233,1000060,5483
1000244,1000122,691
1000230,1000155,9856
1000201,2041181,9988
1000241,1000067,272
1000187,1000071,239
1000080,1000150,4205
1000017,1000058,3444
1000139,2041186,791
1000113,2041187,735
1000225,2041188,6609
1000165,1000041,7450
1000066,1000245,5219
1000084,2041191,5628
1000095,1000034,4517
1000050,1000208,2665
1000103,2041194,4285
1000009,1000219,3634
1000142,1000235,1673
1000171,2041197,6203
1000004,1000185,6778
1000009,2041199,3042
1000103,1000149,1134
1000167,2041201,1476
1000241,1000035,9312
1000192,1000069,1837
1000051,2041204,2467
1000197,1000243,8299
1000046,2041206,9658
1000156,1000093,6702
1000076,1000130,6666
1000138,1000189,3636
1000186,2041210,3321
1000021,1000243,3829
1000034,2041212,4999
1000096,1000208,2033
1000006,1000163,8265
1000125,1000232,5953
1000003,1000130,7308
1000146,2041217,7316
1000184,2041218,6661
1000233,1000051,8054
1000154,1000091,9382
1000240,2041221,2846
1000207,1000139,4344
1000044,2041223,5668
1000001,2041224,1537
1000217,1000222,7531
1000167,2041226,2992
1000215,2041227,4335
1000052,2041228,9662
1000186,1000209,5120
1000028,1000081,1091
1000164,2041231,4541
1000188,1000108,3614
1000227,1000199,1197
1000173,2041234,7793
1000123,1000223,545
1000136,2041236,8037
1000089,2041237,7164
1000108,2041238,5032
1000039,1000023,2114
1000044,2041240,9934
1000011,1000220,4731
1000151,1000026,7499
1000222,2041243,4160
1000060,1000040,2144
1000101,1000062,8544
1000096,2041246,978
1000064,2041247,5688
1000106,2041248,2051
1000174,1000186,9833
1000098,1000026,7907
1000015,1000058,6873
1000179,1000152,3749
1000057,2041253,1624
1000073,2041254,6332
1000241,2041255,5726
1000145,1000089,9791
1000147,2041257,1610
1000179,2041258,287
1000176,2041259,2953
1000169,1000143,5870
1000127,1000165,8867
1000111,1000142,5312
1000075,1000129,8979
1000070,1000075,5689
1000172,1000108,9004
1000130,2041266,698
1000170,1000205,9251
1000162,1000250,8560
1000146,1000018,4456
1000246,2041270,1181
1000135,1000141,9305
1000133,2041272,9450
1000123,2041273,2317
1000096,2041274,3743
1000116,2041275,8409
1000133,2041276,5923
1000114,2041277,4583
1000132,1000179,1080
1000196,1000175,1726
1000156,2041280,8750
1000206,1000064,2343
1000045,2041282,8692
1000081,1000225,4054
1000205,1000135,483
1000015,1000204,4136
1000071,2041286,5002
1000169,2041287,6108
1000162,2041288,6786
1000012,2041289,8639
1000102,1000037,3164
1000107,1000086,6338
1000003,2041292,2751
1000129,1000101,9980
1000073,1000030,9128
1000104,1000139,141
1000237,1000098,5959
1000109,2041297,5161
1000163,1000233,9323
1000195,2041299,4343
1000152,2041300,7041
1000223,2041301,4199
1000090,1000198,9720
1000195,1000021,6411
1000216,1000187,6502
1000005,1000025,3221
1000044,1000201,7715
1000160,1000170,6928
1000008,1000250,2628
1000045,2041309,8667
1000249,1000144,7430
1000220,1000155,6298
1000178,1000067,2606
1000098,1000127,1427
1000087,1000187,947
1000162,2041315,7344
1000231,2041316,8677
1000200,2041317,965
1000009,2041318,9234
1000062,1000057,9934
1000226,1000108,6718
1000170,1000163,7599
1000237,2041322,2647
